Den sorte arme
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
InfantryUnit,Infanteristene,100
RangedUnit,Skarpskytterne,150
RangedUnit,Skarpskytterne,150
RangedUnit,Skarpskytterne,150
RangedUnit,Skarpskytterne,150
RangedUnit,Skarpskytterne,150
CavalryUnit,Kavaleriet,130
CavalryUnit,Kavaleriet,130
CavalryUnit,Kavaleriet,130
CavalryUnit,Kavaleriet,130
CavalryUnit,Kavaleriet,130
CavalryUnit,Kavaleriet,130
CavalryUnit,Kavaleriet,130
CommanderUnit,Kommandørene,170
